catalognumber,eventdate,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,decimallatitude,decimallongitude,scientificname,order,family,genus,specificepithet,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
149113,10/10/62,283,283,1962,10,10,10-Oct-62,-7.164402008,146.6182098,Podargus papuensis,Caprimulgiformes,Podargidae,Podargus,papuensis,0,0,0,0,specimen,0
149125,9/29/62,272,272,1962,9,29,29-Sep-62,-7.164402008,146.6182098,Eurystomus orientalis waigiouensis,Coraciiformes,Coraciidae,Eurystomus,orientalis,0,0,0,0,specimen,0
149127,10/24/62,297,297,1962,10,24,24-Oct-62,-7.164402008,146.6182098,Eurystomus orientalis waigiouensis,Coraciiformes,Coraciidae,Eurystomus,orientalis,0,0,0,0,specimen,0
149130,9/30/62,273,273,1962,9,30,30-Sep-62,-7.164402008,146.6182098,Dicrurus hottentottus carbonarius,Passeriformes,Dicruridae,Dicrurus,hottentottus,0,0,0,0,specimen,0
149137,10/4/62,277,277,1962,10,4,4-Oct-62,-7.164402008,146.6182098,Chlamydera cerviniventris,Passeriformes,Ptilonorhynchidae,Chlamydera,cerviniventris,0,0,0,0,specimen,0
149146,10/6/62,279,279,1962,10,6,6-Oct-62,-7.164402008,146.6182098,Paradisaea raggiana augustaevictoriae,Passeriformes,Paradisaeidae,Paradisaea,raggiana,0,0,0,0,specimen,0
149153,9/30/62,273,273,1962,9,30,30-Sep-62,-7.164402008,146.6182098,Coracina boyeri boyeri,Passeriformes,Campephagidae,Coracina,boyeri,0,0,0,0,specimen,0
149156,9/30/62,273,273,1962,9,30,30-Sep-62,-7.164402008,146.6182098,Coracina morio incerta,Passeriformes,Campephagidae,Coracina,morio,0,0,0,0,specimen,0
149158,10/6/62,279,279,1962,10,6,6-Oct-62,-7.164402008,146.6182098,Coracina melas meeki,Passeriformes,Campephagidae,Coracina,melas,0,0,0,0,specimen,0
149160,9/29/62,272,272,1962,9,29,29-Sep-62,-7.164402008,146.6182098,Lalage leucomela polygrammica,Passeriformes,Campephagidae,Lalage,leucomela,0,0,0,0,specimen,0
149161,10/7/62,280,280,1962,10,7,7-Oct-62,-7.164402008,146.6182098,Lalage leucomela polygrammica,Passeriformes,Campephagidae,Lalage,leucomela,0,0,0,0,specimen,0
149171,9/29/62,272,272,1962,9,29,29-Sep-62,-7.164402008,146.6182098,Sericornis spilodera guttatus,Passeriformes,Acanthizidae,Sericornis,spilodera,0,0,0,0,specimen,0
149191,9/27/62,270,270,1962,9,27,27-Sep-62,-7.164402008,146.6182098,Rhipidura rufiventris gularis,Passeriformes,Rhipiduridae,Rhipidura,rufiventris,0,0,0,0,specimen,0
149192,10/7/62,280,280,1962,10,7,7-Oct-62,-7.164402008,146.6182098,Rhipidura rufiventris gularis,Passeriformes,Rhipiduridae,Rhipidura,rufiventris,0,0,0,0,specimen,0
149193,10/4/62,277,277,1962,10,4,4-Oct-62,-7.164402008,146.6182098,Rhipidura leucophrys melaleuca,Passeriformes,Rhipiduridae,Rhipidura,leucophrys,0,0,0,0,specimen,0
149200,10/7/62,280,280,1962,10,7,7-Oct-62,-7.164402008,146.6182098,Arses telescophthalmus henkei,Passeriformes,Monarchidae,Arses,telescophthalmus,0,0,0,0,specimen,0
149201,10/8/62,281,281,1962,10,8,8-Oct-62,-7.164402008,146.6182098,Arses telescophthalmus henkei,Passeriformes,Monarchidae,Arses,telescophthalmus,0,0,0,0,specimen,0
149204,10/7/62,280,280,1962,10,7,7-Oct-62,-7.164402008,146.6182098,Microeca flavovirescens cuicui,Passeriformes,Petroicidae,Microeca,flavovirescens,0,0,0,0,specimen,0
149219,1818-10-06,279,279,1818,10,6,6-Oct,-7.164402008,146.6182098,Pachycephala rufiventris dorsalis,Passeriformes,Pachycephalidae,Pachycephala,rufiventris,0,0,0,0,specimen,0
149238,9/30/62,273,273,1962,9,30,30-Sep-62,-7.164402008,146.6182098,Meliphaga flaviventer madaraszi,Passeriformes,Meliphagidae,Meliphaga,flaviventer,0,0,0,0,specimen,0
149240,10/4/62,277,277,1962,10,4,4-Oct-62,-7.164402008,146.6182098,Meliphaga flaviventer madaraszi,Passeriformes,Meliphagidae,Meliphaga,flaviventer,0,0,0,0,specimen,0
149244,10/4/62,277,277,1962,10,4,4-Oct-62,-7.164402008,146.6182098,Meliphaga gracilis stevensi,Passeriformes,Meliphagidae,Meliphaga,gracilis,0,0,0,0,specimen,0
149251,10/8/62,281,281,1962,10,8,8-Oct-62,-7.164402008,146.6182098,Pycnopygius ixoides unicus,Passeriformes,Meliphagidae,Pycnopygius,ixoides,0,0,0,0,specimen,0
149284,9/30/62,273,273,1962,9,30,30-Sep-62,-7.164402008,146.6182098,Ptilinopus ornatus gestroi,Columbiformes,Columbidae,Ptilinopus,ornatus,0,0,0,0,specimen,0
149286,10/6/62,279,279,1962,10,6,6-Oct-62,-7.164402008,146.6182098,Ptilinopus perlatus plumbeicollis,Columbiformes,Columbidae,Ptilinopus,perlatus,0,0,0,0,specimen,0
149287,10/7/62,280,280,1962,10,7,7-Oct-62,-7.164402008,146.6182098,Ptilinopus magnificus polivra,Columbiformes,Columbidae,Ptilinopus,magnificus,0,0,0,0,specimen,0
149288,10/7/62,280,280,1962,10,7,7-Oct-62,-7.164402008,146.6182098,Ptilinopus magnificus polivra,Columbiformes,Columbidae,Ptilinopus,magnificus,0,0,0,0,specimen,0
149297,10/6/62,279,279,1962,10,6,6-Oct-62,-7.164402008,146.6182098,Eurystomus orientalis waigiouensis,Coraciiformes,Coraciidae,Eurystomus,orientalis,0,0,0,0,specimen,0
149306,9/27/62,270,270,1962,9,27,27-Sep-62,-7.164402008,146.6182098,Paradisaea apoda augustaevictoriae,Passeriformes,Paradisaeidae,Paradisaea,apoda,0,0,0,0,specimen,0
149316,9/29/62,272,272,1962,9,29,29-Sep-62,-7.164402008,146.6182098,Sericornis spilodera guttatus,Passeriformes,Acanthizidae,Sericornis,spilodera,0,0,0,0,specimen,0
149319,10/4/62,277,277,1962,10,4,4-Oct-62,-7.164402008,146.6182098,Peltops montanus,Passeriformes,Muscicapidae,Peltops,montanus,0,0,0,0,specimen,0
149320,10/6/62,279,279,1962,10,6,6-Oct-62,-7.164402008,146.6182098,Peltops montanus,Passeriformes,Muscicapidae,Peltops,montanus,0,0,0,0,specimen,0
149323,9/30/62,273,273,1962,9,30,30-Sep-62,-7.164402008,146.6182098,Rhipidura rufiventris gularis,Passeriformes,Rhipiduridae,Rhipidura,rufiventris,0,0,0,0,specimen,0
149325,10/9/62,282,282,1962,10,9,9-Oct-62,-7.164402008,146.6182098,Poecilodryas albonotata correcta,Passeriformes,Petroicidae,Poecilodryas,albonotata,0,0,0,0,specimen,0
149326,10/6/62,279,279,1962,10,6,6-Oct-62,-7.164402008,146.6182098,Pachycephala simplex dubia,Passeriformes,Pachycephalidae,Pachycephala,simplex,0,0,0,0,specimen,0
149052,9/29/62,272,272,1962,9,29,29-Sep-62,-7.103260994,146.6204681,Anas superciliosa pelewensis,Anseriformes,Anatidae,Anas,superciliosa,0,0,0,0,specimen,0
149057,10/26/62,299,299,1962,10,26,26-Oct-62,-7.103260994,146.6204681,Milvus migrans affinis,Falconiformes,Accipitridae,Milvus,migrans,0,0,0,0,specimen,0
149078,10/9/62,282,282,1962,10,9,9-Oct-62,-7.103260994,146.6204681,Chlidonias leucopterus,Charadriiformes,Laridae,Chlidonias,leucopterus,0,0,0,0,specimen,0
149260,10/12/62,285,285,1962,10,12,12-Oct-62,-7.103260994,146.6204681,Lonchura castaneothorax sharpii,Passeriformes,Estrildidae,Lonchura,castaneothorax,0,0,0,0,specimen,0
149271,10/26/62,299,299,1962,10,26,26-Oct-62,-7.103260994,146.6204681,Aviceda subcristata megala,Falconiformes,Accipitridae,Aviceda,subcristata,0,0,0,0,specimen,0
149164,9/29/62,272,272,1962,9,29,29-Sep-62,-7.103260994,146.6204681,Saxicola caprata belensis,Passeriformes,Turdidae,Saxicola,caprata,0,0,0,0,specimen,0
149258,9/29/62,272,272,1962,9,29,29-Sep-62,-7.103260994,146.6204681,Lonchura castaneothorax sharpii,Passeriformes,Estrildidae,Lonchura,castaneothorax,0,0,0,0,specimen,0
149266,10/9/62,282,282,1962,10,9,9-Oct-62,-7.103260994,146.6204681,Mesophoyx intermedia intermedia,Ciconiiformes,Ardeidae,Mesophoyx,intermedia,0,0,0,0,specimen,0
149273,1818-06-20,171,171,1818,6,20,not recorded,-7.103260994,146.6204681,Excalfactoria chinensis papuensis,Galliformes,Phasianidae,Excalfactoria,chinensis,0,0,0,0,specimen,0
149275,10/23/62,296,296,1962,10,23,23-Oct-62,-7.103260994,146.6204681,Fulva dominica,Charadriiformes,Charadriidae,Fulva,dominica,0,0,0,0,specimen,0
149279,10/5/62,278,278,1962,10,5,5-Oct-62,-7.103260994,146.6204681,Charadrius dubius dubius,Charadriiformes,Charadriidae,Charadrius,dubius,0,0,0,0,specimen,0
149282,10/12/62,285,285,1962,10,12,12-Oct-62,-7.103260994,146.6204681,Actitis hypoleucos,Charadriiformes,Scolopacidae,Actitis,hypoleucos,0,0,0,0,specimen,0
149067,9/28/62,271,271,1962,9,28,28-Sep-62,-7.203804493,146.623642,Porphyrio poliocephalus melanopterus,Gruiformes,Rallidae,Porphyrio,poliocephalus,0,0,0,0,specimen,0
149118,9/27/62,270,270,1962,9,27,27-Sep-62,-7.203804493,146.623642,Aerodramus hirundinaceus hirundinaceus,Apodiformes,Apodidae,Aerodramus,hirundinaceus,0,0,0,0,specimen,0
149222,9/27/62,270,270,1962,9,27,27-Sep-62,-7.203804493,146.623642,Artamus leucorhynchus leucopygialis,Passeriformes,Artamidae,Artamus,leucorhynchus,0,0,0,0,specimen,0
149289,9/28/62,271,271,1962,9,28,28-Sep-62,-7.203804493,146.623642,Trichoglossus haematodus micropterix,Psittaciformes,Psittacidae,Trichoglossus,haematodus,0,0,0,0,specimen,0
149166,10/4/62,277,277,1962,10,4,4-Oct-62,-7.169384003,146.625,Saxicola caprata belensis,Passeriformes,Turdidae,Saxicola,caprata,0,0,0,0,specimen,0
149294,10/1/62,274,274,1962,10,1,1-Oct-62,-7.173007011,146.6259003,Tyto alba meeki,Strigiformes,Tytonidae,Tyto,alba,0,0,0,0,specimen,0
149314,9/25/62,268,268,1962,9,25,25-Sep-62,-7.173007011,146.6259003,Saxicola caprata belensis,Passeriformes,Turdidae,Saxicola,caprata,0,0,0,0,specimen,0
149115,10/9/62,282,282,1962,10,9,9-Oct-62,-7.173007011,146.6259003,Caprimulgus macrurus schlegelii,Caprimulgiformes,Caprimulgidae,Caprimulgus,macrurus,0,0,0,0,specimen,0
149303,10/11/62,284,284,1962,10,11,11-Oct-62,-7.173007011,146.6259003,Chlamydera cerviniventris,Passeriformes,Ptilonorhynchidae,Chlamydera,cerviniventris,0,0,0,0,specimen,0
149249,10/20/62,293,293,1962,10,20,20-Oct-62,-7.334692001,146.6313477,Ptiloprora guisei guisei,Passeriformes,Meliphagidae,Ptiloprora,guisei,0,0,0,0,specimen,0
149141,10/20/62,293,293,1962,10,20,20-Oct-62,-7.334692001,146.6313477,Astrapia stephaniae ducalis,Passeriformes,Paradisaeidae,Astrapia,stephaniae,0,0,0,0,specimen,0
149248,10/20/62,293,293,1962,10,20,20-Oct-62,-7.334692001,146.6313477,Ptiloprora guisei guisei,Passeriformes,Meliphagidae,Ptiloprora,guisei,0,0,0,0,specimen,0
149090,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Macropygia amboinensis cinereiceps,Columbiformes,Columbidae,Macropygia,amboinensis,0,0,0,0,specimen,0
149104,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Alisterus chloropterus chloropterus,Psittaciformes,Psittacidae,Alisterus,chloropterus,0,0,0,0,specimen,0
149105,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Alisterus chloropterus chloropterus,Psittaciformes,Psittacidae,Alisterus,chloropterus,0,0,0,0,specimen,0
149108,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Caliechthrus leucolophus,Cuculiformes,Cuculidae,Caliechthrus,leucolophus,0,0,0,0,specimen,0
149195,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Monarcha frater periophthalmicus,Passeriformes,Monarchidae,Monarcha,frater,0,0,0,0,specimen,0
149245,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Meliphaga gracilis stevensi,Passeriformes,Meliphagidae,Meliphaga,gracilis,0,0,0,0,specimen,0
149255,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Dicaeum pectorale rubrocoronatum,Passeriformes,Dicaeidae,Dicaeum,pectorale,0,0,0,0,specimen,0
149293,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Alisterus chloropterus chloropterus,Psittaciformes,Psittacidae,Alisterus,chloropterus,0,0,0,0,specimen,0
149312,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Coracina morio incerta,Passeriformes,Campephagidae,Coracina,morio,0,0,0,0,specimen,0
149324,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Monarcha frater periophthalmicus,Passeriformes,Monarchidae,Monarcha,frater,0,0,0,0,specimen,0
13098,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Dicaeum pectorale rubrocoronatum,Passeriformes,Dicaeidae,Dicaeum,pectorale,1,0,0,0,specimen,0
149059,10/11/62,284,284,1962,10,11,11-Oct-62,-7.048007011,146.6340637,Accipiter novaehollandiae leucosomus,Falconiformes,Accipitridae,Accipiter,novaehollandiae,0,0,0,0,specimen,0
149091,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Macropygia nigrirostris nigrirostris,Columbiformes,Columbidae,Macropygia,nigrirostris,0,0,0,0,specimen,0
149097,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Neopsittacus musschenbroekii major,Psittaciformes,Psittacidae,Neopsittacus,musschenbroekii,0,0,0,0,specimen,0
149098,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Neopsittacus musschenbroekii major,Psittaciformes,Psittacidae,Neopsittacus,musschenbroekii,0,0,0,0,specimen,0
149135,10/14/62,287,287,1962,10,14,14-Oct-62,-7.048007011,146.6340637,Cracticus cassicus cassicus,Passeriformes,Cracticidae,Cracticus,cassicus,0,0,0,0,specimen,0
149194,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Monarcha frater periophthalmicus,Passeriformes,Monarchidae,Monarcha,frater,0,0,0,0,specimen,0
149215,10/13/62,286,286,1962,10,13,13-Oct-62,-7.048007011,146.6340637,Pachycephala simplex dubia,Passeriformes,Pachycephalidae,Pachycephala,simplex,0,0,0,0,specimen,0
149263,10/23/62,296,296,1962,10,23,23-Oct-62,-7.048007011,146.6340637,Casuarius bennetti hecki,Casuariiformes,Casuariidae,Casuarius,bennetti,0,0,0,0,specimen,0
149290,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Neopsittacus musschenbroekii major,Psittaciformes,Psittacidae,Neopsittacus,musschenbroekii,0,0,0,0,specimen,0
149302,10/12/62,285,285,1962,10,12,12-Oct-62,-7.048007011,146.6340637,Cracticus cassicus cassicus,Passeriformes,Cracticidae,Cracticus,cassicus,0,0,0,0,specimen,0
149074,9/27/62,270,270,1962,9,27,27-Sep-62,-7.202854633,146.6387177,Actitis hypoleucos,Charadriiformes,Scolopacidae,Actitis,hypoleucos,0,0,0,0,specimen,0
149163,9/27/62,270,270,1962,9,27,27-Sep-62,-7.202854633,146.6387177,Saxicola caprata belensis,Passeriformes,Turdidae,Saxicola,caprata,0,0,0,0,specimen,0
149117,9/27/62,270,270,1962,9,27,27-Sep-62,-7.202854633,146.6387177,Aerodramus hirundinaceus hirundinaceus,Apodiformes,Apodidae,Aerodramus,hirundinaceus,0,0,0,0,specimen,0
149123,9/27/62,270,270,1962,9,27,27-Sep-62,-7.202854633,146.6387177,Halcyon sancta sancta,Coraciiformes,Alcedinidae,Halcyon,sancta,0,0,0,0,specimen,0
149295,9/27/62,270,270,1962,9,27,27-Sep-62,-7.202854633,146.6387177,Aerodramus hirundinaceus hirundinaceus,Apodiformes,Apodidae,Aerodramus,hirundinaceus,0,0,0,0,specimen,0
123410,6/29/74,180,180,1974,6,29,19740629,-7.205995,146.652472,Collocalia esculenta esculenta,Apodiformes,Apodidae Apodinae,Collocalia,esculenta,0,0,0,0,specimen,0
123411,6/28/74,179,179,1974,6,28,19740628,-7.205995,146.652472,Collocalia esculenta esculenta,Apodiformes,Apodidae Apodinae,Collocalia,esculenta,0,0,0,0,specimen,0
123412,6/28/74,179,179,1974,6,28,19740628,-7.205995,146.652472,Collocalia esculenta esculenta,Apodiformes,Apodidae Apodinae,Collocalia,esculenta,0,0,0,0,specimen,0
149094,10/15/62,288,288,1962,10,15,15-Oct-62,-7.218297005,146.6539917,Trichoglossus haematodus micropteryx,Psittaciformes,Psittacidae,Trichoglossus,haematodus,0,0,0,0,specimen,0
149335,10/16/62,289,289,1962,10,16,16-Oct-62,-7.218297005,146.6539917,Dicaeum pectorale rubrocoronatum,Passeriformes,Dicaeidae,Dicaeum,pectorale,0,0,0,0,specimen,0
149126,10/16/62,289,289,1962,10,16,16-Oct-62,-7.218297005,146.6539917,Eurystomus orientalis waigiouensis,Coraciiformes,Coraciidae,Eurystomus,orientalis,0,0,0,0,specimen,0
149256,10/16/62,289,289,1962,10,16,16-Oct-62,-7.218297005,146.6539917,Dicaeum pectorale rubrocoronatum,Passeriformes,Dicaeidae,Dicaeum,pectorale,0,0,0,0,specimen,0
101357,7/22/72,204,204,1972,7,22,22-Jul-72,-7.5,146.656,Amblyornis macgregoriae,Passeriformes,Ptilonorhynchidae,Amblyornis,macgregoriae,0,0,0,1,specimen,0
101542,8/7/72,220,220,1972,8,7,7-Aug-72,-7.5,146.656,Coracina longicauda,Passeriformes,Campephagidae,Coracina,longicauda,0,0,0,1,specimen,0
149121,10/16/62,289,289,1962,10,16,16-Oct-62,-7.234601498,146.657608,Halcyon sancta sancta,Coraciiformes,Alcedinidae,Halcyon,sancta,0,0,0,0,specimen,0
149099,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Neopsittacus musschenbroekii major,Psittaciformes,Psittacidae,Neopsittacus,musschenbroekii,0,0,0,0,specimen,0
149100,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Neopsittacus musschenbroekii major,Psittaciformes,Psittacidae,Neopsittacus,musschenbroekii,0,0,0,0,specimen,0
149136,10/19/62,292,292,1962,10,19,19-Oct-62,-7.365242481,146.6644135,Amblyornis macgregoriae macgregoriae,Passeriformes,Ptilonorhynchidae,Amblyornis,macgregoriae,0,0,0,0,specimen,0
149172,10/19/62,292,292,1962,10,19,19-Oct-62,-7.365242481,146.6644135,Sericornis nouhuysi oorti,Passeriformes,Acanthizidae,Sericornis,nouhuysi,0,0,0,0,specimen,0
149174,10/20/62,293,293,1962,10,20,20-Oct-62,-7.365242481,146.6644135,Sericornis rufescens perspicillatus,Passeriformes,Acanthizidae,Sericornis,rufescens,0,0,0,0,specimen,0
149175,10/20/62,293,293,1962,10,20,20-Oct-62,-7.365242481,146.6644135,Sericornis rufescens perspicillatus,Passeriformes,Acanthizidae,Sericornis,rufescens,0,0,0,0,specimen,0
149176,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Sericornis rufescens perspicillatus,Passeriformes,Acanthizidae,Sericornis,rufescens,0,0,0,0,specimen,0
149180,10/18/62,291,291,1962,10,18,18-Oct-62,-7.365242481,146.6644135,Sericornis nigroviridis,Passeriformes,Acanthizidae,Sericornis,nigroviridis,0,0,0,0,specimen,0
149183,10/20/62,293,293,1962,10,20,20-Oct-62,-7.365242481,146.6644135,Rhipidura atra atra,Passeriformes,Rhipiduridae,Rhipidura,atra,0,0,0,0,specimen,0
149188,10/20/62,293,293,1962,10,20,20-Oct-62,-7.365242481,146.6644135,Rhipidura albolimbata auricularis,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,0,0,0,0,specimen,0
149218,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Pachycephala modesta modesta,Passeriformes,Pachycephalidae,Pachycephala,modesta,0,0,0,0,specimen,0
149225,10/19/62,292,292,1962,10,19,19-Oct-62,-7.365242481,146.6644135,Lanius schach stresemanni,Passeriformes,Laniidae,Lanius,schach,0,0,0,0,specimen,0
149226,10/19/62,292,292,1962,10,19,19-Oct-62,-7.365242481,146.6644135,Lanius schach stresemanni,Passeriformes,Laniidae,Lanius,schach,0,0,0,0,specimen,0
149227,10/19/62,292,292,1962,10,19,19-Oct-62,-7.365242481,146.6644135,Lanius schach stresemanni,Passeriformes,Laniidae,Lanius,schach,0,0,0,0,specimen,0
149229,10/18/62,291,291,1962,10,18,18-Oct-62,-7.365242481,146.6644135,Myzomela rosenbergii rosenbergii,Passeriformes,Meliphagidae,Myzomela,rosenbergii,0,0,0,0,specimen,0
149234,10/19/62,292,292,1962,10,19,19-Oct-62,-7.365242481,146.6644135,Melipotes fumigatus fumigatus,Passeriformes,Meliphagidae,Melipotes,fumigatus,0,0,0,0,specimen,0
149246,10/18/62,291,291,1962,10,18,18-Oct-62,-7.365242481,146.6644135,Ptiloprora guisei guisei,Passeriformes,Meliphagidae,Ptiloprora,guisei,0,0,0,0,specimen,0
149321,10/20/62,293,293,1962,10,20,20-Oct-62,-7.365242481,146.6644135,Rhipidura albolimbata auricularis,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,0,0,0,0,specimen,0
149331,10/20/62,293,293,1962,10,20,20-Oct-62,-7.365242481,146.6644135,Melipotes fumigatus fumigatus,Passeriformes,Meliphagidae,Melipotes,fumigatus,0,0,0,0,specimen,0
149332,10/16/62,289,289,1962,10,16,16-Oct-62,-7.365242481,146.6644135,Melidectes belfordi stresemanni,Passeriformes,Meliphagidae,Melidectes,belfordi,0,0,0,0,specimen,0
185902,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Casuarius bennetti hecki,Casuariiformes,Casuariidae,Casuarius,bennetti,0,0,0,0,specimen,0
185903,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Casuarius bennetti hecki,Casuariiformes,Casuariidae,Casuarius,bennetti,0,0,0,0,specimen,0
149083,10/20/62,293,293,1962,10,20,20-Oct-62,-7.365242481,146.6644135,Ptilinopus ornatus gestroi,Columbiformes,Columbidae,Ptilinopus,ornatus,0,0,0,0,specimen,0
149173,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Sericornis nouhuysi oorti,Passeriformes,Acanthizidae,Sericornis,nouhuysi,0,0,0,0,specimen,0
149179,10/18/62,291,291,1962,10,18,18-Oct-62,-7.365242481,146.6644135,Phylloscopus trivirgatus giulianettii,Passeriformes,Sylviidae,Phylloscopus,trivirgatus,0,0,0,0,specimen,0
149184,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Rhipidura atra atra,Passeriformes,Rhipiduridae,Rhipidura,atra,0,0,0,0,specimen,0
149185,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Rhipidura atra atra,Passeriformes,Rhipiduridae,Rhipidura,atra,0,0,0,0,specimen,0
149189,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Rhipidura albolimbata auricularis,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,0,0,0,0,specimen,0
149208,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Pachycephala schlegelii obscurior,Passeriformes,Pachycephalidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
149210,10/18/62,291,291,1962,10,18,18-Oct-62,-7.365242481,146.6644135,Pachycephala schlegelii obscurior,Passeriformes,Pachycephalidae,Pachycephala,schlegelii,0,0,0,0,specimen,0
149216,10/18/62,291,291,1962,10,18,18-Oct-62,-7.365242481,146.6644135,Pachycephala modesta modesta,Passeriformes,Pachycephalidae,Pachycephala,modesta,0,0,0,0,specimen,0
149217,10/20/62,293,293,1962,10,20,20-Oct-62,-7.365242481,146.6644135,Pachycephala modesta modesta,Passeriformes,Pachycephalidae,Pachycephala,modesta,0,0,0,0,specimen,0
149223,10/19/62,292,292,1962,10,19,19-Oct-62,-7.365242481,146.6644135,Artamus maximus,Passeriformes,Artamidae,Artamus,maximus,0,0,0,0,specimen,0
149224,10/19/62,292,292,1962,10,19,19-Oct-62,-7.365242481,146.6644135,Artamus maximus,Passeriformes,Artamidae,Artamus,maximus,0,0,0,0,specimen,0
149228,10/21/62,294,294,1962,10,21,21-Oct-62,-7.365242481,146.6644135,Lanius schach stresemanni,Passeriformes,Laniidae,Lanius,schach,0,0,0,0,specimen,0
149230,10/18/62,291,291,1962,10,18,18-Oct-62,-7.365242481,146.6644135,Myzomela rosenbergii rosenbergii,Passeriformes,Meliphagidae,Myzomela,rosenbergii,0,0,0,0,specimen,0
